source,technology,region,country,year,metric_type,value
Energy Institute,Hydropower,S. & Cent. America,Argentina,2018,Primary energy consumption (EJ),0.30744198
Energy Institute,Hydropower,S. & Cent. America,Chile,2018,Primary energy consumption (EJ),0.222559556
Energy Institute,Hydropower,S. & Cent. America,Brazil,2018,Primary energy consumption (EJ),3.704800844
Energy Institute,Hydropower,S. & Cent. America,Other South America,2018,Primary energy consumption (EJ),0.665968766
Energy Institute,Hydropower,S. & Cent. America,Central America,2018,Primary energy consumption (EJ),0.255656787
Energy Institute,Hydropower,S. & Cent. America,Trinidad & Tobago,2018,Primary energy consumption (EJ),
Energy Institute,Hydropower,S. & Cent. America,Venezuela,2018,Primary energy consumption (EJ),0.621785045
Energy Institute,Hydropower,S. & Cent. America,Trinidad & Tobago,2019,Primary energy consumption (EJ),
Energy Institute,Hydropower,S. & Cent. America,Colombia,2019,Primary energy consumption (EJ),0.516579926
Energy Institute,Hydropower,S. & Cent. America,Chile,2019,Primary energy consumption (EJ),0.203457996
Energy Institute,Hydropower,S. & Cent. America,Peru,2019,Primary energy consumption (EJ),0.298559606
Energy Institute,Hydropower,S. & Cent. America,Venezuela,2019,Primary energy consumption (EJ),0.595840037
Energy Institute,Hydropower,S. & Cent. America,Ecuador,2019,Primary energy consumption (EJ),0.23383078
Energy Institute,Hydropower,S. & Cent. America,Other South America,2019,Primary energy consumption (EJ),0.589960437
Energy Institute,Hydropower,S. & Cent. America,Central America,2019,Primary energy consumption (EJ),0.204822391
Energy Institute,Hydropower,S. & Cent. America,Argentina,2019,Primary energy consumption (EJ),0.261004001
Energy Institute,Hydropower,S. & Cent. America,Other Caribbean,2019,Primary energy consumption (EJ),0.015370416
Energy Institute,Hydropower,S. & Cent. America,Brazil,2019,Primary energy consumption (EJ),3.775654554
Energy Institute,Hydropower,S. & Cent. America,Ecuador,2020,Primary energy consumption (EJ),0.230062246
Energy Institute,Hydropower,S. & Cent. America,Other South America,2020,Primary energy consumption (EJ),0.517653767
Energy Institute,Hydropower,S. & Cent. America,Colombia,2020,Primary energy consumption (EJ),0.471194267
Energy Institute,Hydropower,S. & Cent. America,Trinidad & Tobago,2020,Primary energy consumption (EJ),
Energy Institute,Hydropower,S. & Cent. America,Brazil,2020,Primary energy consumption (EJ),3.74764204
Energy Institute,Hydropower,S. & Cent. America,Central America,2020,Primary energy consumption (EJ),0.254659456
Energy Institute,Hydropower,S. & Cent. America,Peru,2020,Primary energy consumption (EJ),0.28846395
Energy Institute,Hydropower,S. & Cent. America,Chile,2020,Primary energy consumption (EJ),0.205363616
Energy Institute,Hydropower,S. & Cent. America,Venezuela,2020,Primary energy consumption (EJ),0.635257542
Energy Institute,Hydropower,S. & Cent. America,Other Caribbean,2020,Primary energy consumption (EJ),0.016710819
Energy Institute,Hydropower,S. & Cent. America,Argentina,2020,Primary energy consumption (EJ),0.22378853
Energy Institute,Hydropower,S. & Cent. America,Colombia,2021,Primary energy consumption (EJ),0.569878995
Energy Institute,Hydropower,S. & Cent. America,Central America,2021,Primary energy consumption (EJ),0.281147932
Energy Institute,Hydropower,S. & Cent. America,Peru,2021,Primary energy consumption (EJ),0.300741285
Energy Institute,Hydropower,S. & Cent. America,Trinidad & Tobago,2021,Primary energy consumption (EJ),
Energy Institute,Hydropower,S. & Cent. America,Ecuador,2021,Primary energy consumption (EJ),0.240913779
Energy Institute,Hydropower,S. & Cent. America,Venezuela,2021,Primary energy consumption (EJ),0.639105797
Energy Institute,Hydropower,S. & Cent. America,Chile,2021,Primary energy consumption (EJ),0.170241475
Energy Institute,Hydropower,S. & Cent. America,Other South America,2021,Primary energy consumption (EJ),0.478210675
Energy Institute,Hydropower,S. & Cent. America,Argentina,2021,Primary energy consumption (EJ),0.185084939
Energy Institute,Hydropower,S. & Cent. America,Brazil,2021,Primary energy consumption (EJ),3.417763233
Energy Institute,Hydropower,S. & Cent. America,Other Caribbean,2021,Primary energy consumption (EJ),0.018639053
Energy Institute,Hydropower,S. & Cent. America,Chile,2022,Primary energy consumption (EJ),0.191353053
Energy Institute,Hydropower,S. & Cent. America,Ecuador,2022,Primary energy consumption (EJ),0.231217861
Energy Institute,Hydropower,S. & Cent. America,Colombia,2022,Primary energy consumption (EJ),0.603849471
Energy Institute,Hydropower,S. & Cent. America,Brazil,2022,Primary energy consumption (EJ),4.0087533
Energy Institute,Hydropower,S. & Cent. America,Argentina,2022,Primary energy consumption (EJ),0.213708207
Energy Institute,Hydropower,S. & Cent. America,Peru,2022,Primary energy consumption (EJ),0.279165983
Energy Institute,Hydropower,S. & Cent. America,Other Caribbean,2022,Primary energy consumption (EJ),0.018602338
Energy Institute,Hydropower,S. & Cent. America,Central America,2022,Primary energy consumption (EJ),0.295012313
Energy Institute,Hydropower,S. & Cent. America,Venezuela,2022,Primary energy consumption (EJ),0.643029928
Energy Institute,Hydropower,S. & Cent. America,Other South America,2022,Primary energy consumption (EJ),0.508649908
Energy Institute,Hydropower,S. & Cent. America,Trinidad & Tobago,2022,Primary energy consumption (EJ),
Energy Institute,Hydropower,S. & Cent. America,Brazil,2023,Primary energy consumption (EJ),4.00858593
Energy Institute,Hydropower,S. & Cent. America,Other South America,2023,Primary energy consumption (EJ),0.566010974
Energy Institute,Hydropower,S. & Cent. America,Argentina,2023,Primary energy consumption (EJ),0.279595435
Energy Institute,Hydropower,S. & Cent. America,Other Caribbean,2023,Primary energy consumption (EJ),0.01534435
Energy Institute,Hydropower,S. & Cent. America,Trinidad & Tobago,2023,Primary energy consumption (EJ),
Energy Institute,Hydropower,S. & Cent. America,Ecuador,2023,Primary energy consumption (EJ),0.237050563
Energy Institute,Hydropower,S. & Cent. America,Peru,2023,Primary energy consumption (EJ),0.271687478
Energy Institute,Hydropower,S. & Cent. America,Colombia,2023,Primary energy consumption (EJ),0.559547484
Energy Institute,Hydropower,S. & Cent. America,Central America,2023,Primary energy consumption (EJ),0.237245809
Energy Institute,Hydropower,S. & Cent. America,Chile,2023,Primary energy consumption (EJ),0.224716172
Energy Institute,Hydropower,S. & Cent. America,Venezuela,2023,Primary energy consumption (EJ),0.613386869
Energy Institute,Hydropower,World,,2000,Primary energy consumption (EJ),28.17391379
Energy Institute,Hydropower,World,,2001,Primary energy consumption (EJ),27.27107161
Energy Institute,Hydropower,World,,2002,Primary energy consumption (EJ),27.59464293
Energy Institute,Hydropower,World,,2003,Primary energy consumption (EJ),27.38423239
Energy Institute,Hydropower,World,,2004,Primary energy consumption (EJ),29.21853017
Energy Institute,Hydropower,World,,2005,Primary energy consumption (EJ),30.01006949
Energy Institute,Hydropower,World,,2006,Primary energy consumption (EJ),30.95811639
Energy Institute,Hydropower,World,,2007,Primary energy consumption (EJ),31.27539936
Energy Institute,Hydropower,World,,2008,Primary energy consumption (EJ),32.89391175
Energy Institute,Hydropower,World,,2009,Primary energy consumption (EJ),32.63786873
Energy Institute,Hydropower,World,,2010,Primary energy consumption (EJ),34.27395709
Energy Institute,Hydropower,World,,2011,Primary energy consumption (EJ),34.68534679
Energy Institute,Hydropower,World,,2012,Primary energy consumption (EJ),35.94457079
Energy Institute,Hydropower,World,,2013,Primary energy consumption (EJ),37.16491076
Energy Institute,Hydropower,World,,2014,Primary energy consumption (EJ),37.92647121
Energy Institute,Hydropower,World,,2015,Primary energy consumption (EJ),37.60331265
Energy Institute,Hydropower,World,,2016,Primary energy consumption (EJ),38.69887745
Energy Institute,Hydropower,World,,2017,Primary energy consumption (EJ),38.97573089
Energy Institute,Hydropower,World,,2018,Primary energy consumption (EJ),39.89117571
Energy Institute,Hydropower,World,,2019,Primary energy consumption (EJ),40.26512662
Energy Institute,Hydropower,World,,2020,Primary energy consumption (EJ),41.21666513
Energy Institute,Hydropower,World,,2021,Primary energy consumption (EJ),40.40087093
Energy Institute,Hydropower,World,,2022,Primary energy consumption (EJ),40.57850103
Energy Institute,Hydropower,World,,2023,Primary energy consumption (EJ),39.6525542
Energy Institute,Hydropower,of which: OECD,,2000,Primary energy consumption (EJ),14.91326187
Energy Institute,Hydropower,of which: OECD,,2001,Primary energy consumption (EJ),13.74015097
Energy Institute,Hydropower,of which: OECD,,2002,Primary energy consumption (EJ),13.89770971
Energy Institute,Hydropower,of which: OECD,,2003,Primary energy consumption (EJ),13.56192092
Energy Institute,Hydropower,of which: OECD,,2004,Primary energy consumption (EJ),13.7970858
Energy Institute,Hydropower,of which: OECD,,2005,Primary energy consumption (EJ),13.83185131
Energy Institute,Hydropower,of which: OECD,,2006,Primary energy consumption (EJ),13.98727847
Energy Institute,Hydropower,of which: OECD,,2007,Primary energy consumption (EJ),13.53987138
Energy Institute,Hydropower,of which: OECD,,2008,Primary energy consumption (EJ),14.01722576
Energy Institute,Hydropower,of which: OECD,,2009,Primary energy consumption (EJ),13.75935169
Energy Institute,Hydropower,of which: OECD,,2010,Primary energy consumption (EJ),14.05596198
Energy Institute,Hydropower,of which: OECD,,2011,Primary energy consumption (EJ),14.33749617
Energy Institute,Hydropower,of which: OECD,,2012,Primary energy consumption (EJ),14.2985346
Energy Institute,Hydropower,of which: OECD,,2013,Primary energy consumption (EJ),14.38375134
Energy Institute,Hydropower,of which: OECD,,2014,Primary energy consumption (EJ),14.0881266
Energy Institute,Hydropower,of which: OECD,,2015,Primary energy consumption (EJ),13.87864684
Energy Institute,Hydropower,of which: OECD,,2016,Primary energy consumption (EJ),14.06204773
Energy Institute,Hydropower,of which: OECD,,2017,Primary energy consumption (EJ),13.94534152
Energy Institute,Hydropower,of which: OECD,,2018,Primary energy consumption (EJ),14.18094292
Energy Institute,Hydropower,of which: OECD,,2019,Primary energy consumption (EJ),13.80605825
Energy Institute,Hydropower,of which: OECD,,2020,Primary energy consumption (EJ),14.13753066
Energy Institute,Hydropower,of which: OECD,,2021,Primary energy consumption (EJ),13.65570369
Energy Institute,Hydropower,of which: OECD,,2022,Primary energy consumption (EJ),13.09107708
Energy Institute,Hydropower,of which: OECD,,2023,Primary energy consumption (EJ),12.95654664
Energy Institute,"Geothermal, Biomass, Other",European Union #,,2000,Primary energy consumption (EJ),0.390985484
Energy Institute,"Geothermal, Biomass, Other",European Union #,,2001,Primary energy consumption (EJ),0.426221977
Energy Institute,"Geothermal, Biomass, Other",European Union #,,2002,Primary energy consumption (EJ),0.489284797
Energy Institute,"Geothermal, Biomass, Other",European Union #,,2003,Primary energy consumption (EJ),0.556931745
Energy Institute,"Geothermal, Biomass, Other",European Union #,,2004,Primary energy consumption (EJ),0.6672013
Energy Institute,"Geothermal, Biomass, Other",European Union #,,2005,Primary energy consumption (EJ),0.759919607
Energy Institute,"Geothermal, Biomass, Other",European Union #,,2006,Primary energy consumption (EJ),0.863849298
Energy Institute,"Geothermal, Biomass, Other",European Union #,,2007,Primary energy consumption (EJ),0.963703259
Energy Institute,"Geothermal, Biomass, Other",European Union #,,2008,Primary energy consumption (EJ),1.072693716
Energy Institute,"Geothermal, Biomass, Other",European Union #,,2009,Primary energy consumption (EJ),1.175110203
Energy Institute,"Geothermal, Biomass, Other",European Union #,,2010,Primary energy consumption (EJ),1.339678127
Energy Institute,"Geothermal, Biomass, Other",European Union #,,2011,Primary energy consumption (EJ),1.428702004
Energy Institute,"Geothermal, Biomass, Other",European Union #,,2012,Primary energy consumption (EJ),1.587289839
Energy Institute,"Geothermal, Biomass, Other",European Union #,,2013,Primary energy consumption (EJ),1.654413233
Energy Institute,"Geothermal, Biomass, Other",European Union #,,2014,Primary energy consumption (EJ),1.723711659
Energy Institute,"Geothermal, Biomass, Other",European Union #,,2015,Primary energy consumption (EJ),1.782511246
Energy Institute,"Geothermal, Biomass, Other",European Union #,,2016,Primary energy consumption (EJ),1.800199073
Energy Institute,"Geothermal, Biomass, Other",European Union #,,2017,Primary energy consumption (EJ),1.83183927
Energy Institute,"Geothermal, Biomass, Other",European Union #,,2018,Primary energy consumption (EJ),1.853015336
Energy Institute,"Geothermal, Biomass, Other",European Union #,,2019,Primary energy consumption (EJ),1.897822788
Energy Institute,"Geothermal, Biomass, Other",European Union #,,2020,Primary energy consumption (EJ),1.929448835
Energy Institute,"Geothermal, Biomass, Other",European Union #,,2021,Primary energy consumption (EJ),2.036437845
Energy Institute,"Geothermal, Biomass, Other",European Union #,,2022,Primary energy consumption (EJ),1.993690893
Energy Institute,"Geothermal, Biomass, Other",European Union #,,2023,Primary energy consumption (EJ),1.804144107
Energy Institute,"Geothermal, Biomass, Other",Non-OECD,,2000,Primary energy consumption (EJ),0.416387269
Energy Institute,"Geothermal, Biomass, Other",Non-OECD,,2001,Primary energy consumption (EJ),0.442335403
Energy Institute,"Geothermal, Biomass, Other",Non-OECD,,2002,Primary energy consumption (EJ),0.46281727
Energy Institute,"Geothermal, Biomass, Other",Non-OECD,,2003,Primary energy consumption (EJ),0.501863172
Energy Institute,"Geothermal, Biomass, Other",Non-OECD,,2004,Primary energy consumption (EJ),0.539438703
